,text,label_f,label_h,label_s
3999,teri ek hi prb hai bhaitu har baar aise hi baate karta haitera rape nai hua ki tu itna dukhi ho gaya haikesi halki baate kar raha tu,1,0,0
347,mugala saltanata ke samsthaapaka baabara  jaha vije ke ruupa dekha varnita kiya duusara ora unha bada kalaakaara lekhaka maa,0,1,0
627,aatak baadi tabhi hate gha jab ham aam public jokna rhe unpe kari nazar rakhe to aatak khtm ho jaaye gha,0,1,0
2782,bhaijaan muslim wali bat such hai ya fek hai plz reply sallu bhai,1,0,1
2455,jali ko aag kehte hai buji ko rakh kehte hai jo apni maa bhahen ka rape kare aur rape karway use bhagwi hindutva kehte hai,1,0,0
599,kiya meri ap se bat ho sakti hai kisi wkt fb par,1,0,1
1840,dikh raha kashmir me danga ho raha auraton par goli chal raha up me sp office ke peechhe gang rape ho raha ye hai sachchai,0,0,0
681,bulawa ho na ho ham yayege or entjar ke liye chale jaye ge,1,0,1
870, alamgirizvi  realqueensimren  anjupra  koi baba larkio aurto ko bandi banake rakha hai media akh band rakhekoi rape ho media akh band rakhekoi udyogpati loot raha desh kai paiso ko media ki akh bandunemployment faila hai industry ki halat kharab media ki akh band,0,0,0
1897, ravishndtv ravishjiihimachal ke shimla mein ek ladki ke sath rape ki ghatna hui hai please ap use apne program mein dikhaiye please,0,0,0
2198,kya ham kisi incident ke  hone  intazaar kar rahe h ,1,0,1
2823,kisi baba ke pakre jane pe cr ki property tor dete ho aur rape hone par beti ko bahar nahi jaane dete ek baar rape ke liye be utho,1,1,0
3584,accha theek he matt band karo terrorism jab taliban aapke schools main ghuskar khoon ki holi khelte hain  tab kaisa lagta he aapko,1,1,0
3774,rape category me tw kal ka match hi top pe hona hai #pakvindhttps  twittercom srubaar status ,0,0,0
1454,kashmir india ka tha or rhega saale pakistanio chup,0,0,1
635,hamare yahan yeh crime hai tumhari tarah mard ka hak nahi hai isliye hum ise rape kehtey hain aur report kartey hain,1,0,0
2953,ekdum zakaaas hai sab,1,0,0
1017,warna tumhari khairnah ha or waisabi eid to abi nahi hai kuch dino baad hai,1,0,1
2167, rply sir plzz,1,0,1
1469,sare terrorist jihad ka naam pahle lete hai baad me musalmanmeri bahen ka rape karne gaye mullo ko woh gagar muli ki tarah kat degi,1,1,0
2294,pura desh mar raha hai koi mahengai se koi berojgari se koi note bandi se koi gabbar singh tax se koi rape se jawan pak goli se kisan bhukhmari sephir bhi modi ji mahan vote unko hi millenge ,1,1,0
1699, aktuubara bhaarata ke paramaana kaaryakrama ke pitaamaha kaha vaala homa jahaamgiira bhaabha jayam padha rehaana phajala vishesha lekha,0,0,1
1395,salman agr tun mery samnay aa gea to ma teri film bna dunga bhenchod apny ap ko tun smjhta kia ha,1,0,0
3177,assalamalikumap ki aesi jo aadhri dowaye hai jo ramzan k sadk puri ho jayeramzaan mobarak,0,0,1
1290,daava kiya raha viidiya kisaana aamdolana  janavara vaala pareda taiyaara dikha,1,0,0
2400,kaya huya  kaha hai app hum logo ko murga to nehe banareha hai,1,0,1
1943,waah re logic  inka bus chale to ye party ke logo ko phansi de denge aur bolenge ki ye to party ka internal matter hai,1,0,1
2376,arre ap to aaynge nhi hm ja rhe h,0,0,1
2479,naah hate word galat hai me hate nahi karti inko but trust me mujhe acche se pta tha koi na koi shilpa ka fan mujhe bolega but aapko bta du ye bahut funny way me bola hai but jo shilpa ke fans nd pr hina ke liye show ke baad bhi bakwaas kar rahe hai na uska kya,0,0,0
3031,namaste salman bhai    i am big fan you superstar bajrangi bajhaan very very beatufil end salman khnan very very veryvery veryy handsome salman khan superstar    golden heart man    mai tumse pyaar karte hun     ,0,0,0
2473,sayad bhai bz honge is liye ni aaye bhaijaan aayenge jarur ek bar bhaijaan ne commitment kardi to kardi,0,0,1
1446,grat indian army  salman vai,1,0,0
312,kabhi kabhi logon ki nafrat hi insan ki strength ka reason hota ha,1,0,0
1500,salman ji ap kaha hoplz ajao,1,0,1
1920,#lifechangingtipspart app ji ki mehr se gareeb logo ko kapde die hate hai ji jo ki bemisal bat hai,1,0,0
2494,abe chacha  anupampkher ye kya bol rahi hain aunty sikandar ko bhi rape karna sikhaya hai kya chi chi,0,0,1
2419,ye kya guruji fake id banake aaye i am not supporting that hutiya khilji i hate those who r booking padmavat tickets instead of #kalakaadi   we want deal with karni sena   jo log padmavat dekhne jayenge hum unhe jabardasti kaalakandi dikhayenge,0,1,0
2009,bhai aap logoan ki sooch pe daya aatti hai  ki aap log real terror attack to ek filmi kahani ki plot ki tarha twist bhi kar skate ho,0,1,0
3277,haat may tiranga leke hate  mongering horahi hai hahahabengal ke dushre parts may pakistani flag leke naarebaaji horaha haio kya hai,1,0,1
11,buuma haatharasa piii ke bhaaii samparka kiya baata pushta tasviira dikha raha mahila usaka maa,1,0,0
382,ranajiita simha disala puraskaara jiita ghoshana dii vo isaka aadha raasha baaka shikshaka ke baamta,0,0,1
4524,i have to say i hate  themanupunjabi  khud manu use kr raha hai aur ilzam bani py laga raha hai sara season manu ny yhi kya hai  biggboss,0,1,0
1145,lov ew xo much salman,1,0,0
4229,yahan log ek galti k badle sari wafaien bhol hate gain,1,0,1
1477,ilaahaabaada haaiikorta ke taaja phaaisala ke speshala mairija aikta ke shaada vaala joda saarvajanika notisa baadha naha gujara hoga,0,0,0
735,din ba din rape barh hain tumhari india mein sirf toilets na hone ki waja seagar paise nahin hain tou human batao hum chanda ikatha ker k bhaij dete hain suna hai tumhare mulk mein ghurbat bohat haibhooki nangi qouminka gandhi nanga raha kapre naseeb hai hoye bhenchod ko,1,0,0
3125,#zulmkekhilaf aurto par hone wale rape ko roko modiji talaq k naam par aurto ki himayti dikha kar rajniti mat karo pehle isko rolo fekuuu,1,1,0
278,enjoy krlo humare paise se world tour waw ,1,0,0
430,bhai jada apekha mat karo ye log india ke liye jada kuch karte nahi agar karte to pakistan ko aid ke nam par terrorism ke liye paisa na dete,1,0,0
1820,isko dekh kr lgta h ye bhi kafi baar shikar hui rape ki,1,0,1
1365,sab ka bhai hamara sallu bhai,0,0,0
2670,aaaaaaa jaaaaaoooooo bhaiiiiiiiiiiiiiiiiiii knha busy hooooo ham wait kr rhe h,1,0,1
283,buuma paaya piiita aaropa dona muslima ghata baamglaadesha,1,0,0
3717,haraam kaam say nafrat karnay wala aur halal ki tarf raghbat delanay wala naam,1,1,0
3654,bad karna chahti hun mud thik nahi hai sab so rahe hai mammy aur chhoti bhan college jane ke liye jaldi uthti hai aur rat me bhi   baj jata hai sote isliye dophar me so jati hai papa bhi so rahe hai,1,0,1
1042,mre ko aisi feeling aa rai hai ki  murder or hoga ,1,1,1
1427,buuma dilla pulisa baata kaha viidiya dikha raha raakesha tyaaga saala pahala pulisa sevaanivritta gae,1,0,0
395,ilma abhine ke naama r kvota soshala miidiya kaa vaayarala raha,1,0,0
1461,raajya emaesapa siidha sarokaara naha dilla kisaana ke virodha pradarshana raajya ke kisaana kya kaha,0,0,0
2463,teri bhahen tuje kya keti hai bhaiya chor do mein aap ki bhahen hu haram khoro kam se kam apni bhahen ka to rape mat karo,1,1,0
2698,salman khan ma ap ka bohat bara fan ho,1,0,1
821,yuueii paakistaana sameta  desha ke yaatra viija de astha roka laga dii jisaka aisa anumaana laga raha dona desha ke saba thiika naha,0,0,0
1408,koi ghr m ghuse rape kro ap skaratmak socho kmal ka gyan arjit kiya h sahib n,0,1,0
789,abe incognito naam ke piche chupe jihadi kutte yeh spamming band kar ration card ke naam par rape karna aur nirbhaya rapist ko appeasement ke liye k rs aur sewing machine dena yeh hai tumhari aurto ke prati izzat,0,0,0
1974,sallu aj m bt kiay bgair nh jany wala,1,0,1
1268,bhai is bar eid aap ka chera dekh kar ho gi kab  tarikh aaye iam waiting,0,0,0
1160, rohitsardana aaj ke neta bilkul mosquito ki tarah ho gaye hai jo bhedbhav ni dekhte bas jam kar khoon chooste h,0,0,0
3156,#zulmkekhilaf sb k desh men me zulm rape n murder badh raha hai r modi kahta  h k desh badh raha hai #zulmkekhilaf,0,1,0
3427,yes bhaijan hm ap k sath hai,1,0,1
1442,salman ji aapne iss bar koi song nahi gaya mujhe wait tha k iss bar b aap ke lovely voice main koi song gaye i love your voice hangover is my all time favourite song abe tak main vo song sunte ho i just love that song,1,0,0
3336,isko jitna hate karti hoon shayad he kisi aur ko karu cipku kisi ka bhi fan ban jata hai dekh ke,1,1,0
1037,aayurveda praiktishanara sharma  hatya dosha saabita chuka inaka kovida sambandha naha,1,0,0
3184,hum cahtiha ki vai  ek bar ake sobko jalak lagadea,0,0,1
587,congress ki sarkar gai usko  saal ho gaye par kuch bikau media aaj bhi wo nhi bhul paye chattichgadh  mahlia par rape huwa waha chup  https  twittercom patrkarravi status ,0,0,1
4396,aisi hi koi baat hinduism ke baray men kare tb wo hate k bajaye aqal ki speech kyun ban jati hai islam doesnt need this,1,0,0
1596,theek hairape to nahi kiyadesh chalta hai,1,0,0
3533,ye pakka hit h koi sala rok ni sakta bhai ke film ko hit hone se,1,0,0
3035,i hate him isko sirf insta family dikhti hai buri baat ,1,1,0
3143,tum kahe rahi ho oh fake hai agar real me aaye to tum kaise pahchano gi tum hahaha,1,0,0
1808,sallu jaan   jumma mubarak,0,0,1
3281,abe hindustani hai hum chahe kuch kre yaa kahe tum jese pakistani soch waalo se to terrorism control nhi hota h apni #chaddi me rah,0,1,0
1457,bande matramjai hindbharat mata ki jaind indai is greati love my india ,1,0,0
2643,tujhe religion ko terrorism se aur rakptapaan se jodane ki jaroorat nahi hai  koi tera intejaar nahi kar raha hai  na hi tere approval disapproval ki koi value hai,1,0,0
315,zee news pe fatah ka fatwa ban hona chahiye  ye yahan hindu aur musalamanon men nafrat faila raha hai,1,0,0
2070, pm ho gye bhai,1,0,1
1382,viidiya aashutosha aama aadama paarta kataaksha dikha gaya hai haalaamka muula viidiya ke hissa kaataachaamta,1,0,0
2526,kamaal karte ho,1,0,1
3361,tu kitna gawar hai bc illiterate bhi bola aur gawar bhi badve nikal ab  srk chutiya hai aur tu bhi ab bol i dont hate srk i was kidding,1,0,0
3117,bhai jab tumne decide kar hi liya hai ki tumhe ek qaum ko hate karna hi karna hai to no can  change u its up to u  think sensibly,1,0,0
1740,kha bt krenge,0,0,1
4575,lagta hai aap ne movie dekhi hai which is written by srk original me latif ne dango and terrorism ke siva kuch nai kiya tha,1,0,1
3475,k bolee tui ki janis anti religius film kake bole ,0,0,0
1655,tu bach gaya hindu rape karta hai to teri bolti band hoti hai wah saale wah,1,0,0
2086,tum to wahi west bangal me hi rahti ho tumhara kitne  baar rape huaa hai,1,0,0
708,paakistaana ura taiksaphra ghoshita posta vaayarala soshala miidiya gambhiira liya,1,0,1
1243,buuma pata laga viidiya risha kapuura ke naha balka unaka maa krishna raaja kapuura ke nidhana ke,1,0,0
1036,desha ke raajya ke kisaana dilla alagaalaga siima juta haalaamka buraada siima chamda kisaana pradarshana raha,0,0,0
1531, narendramodi  narendramodi aap jaise netaao ki wajah se yeh baba jindaa hai fir rape karte hai yaa phir lutte take action please,0,0,0
226,buuma paaya viidiya navambara  jhaarakhamda pulisa dvaara aayojita mka drila hai,1,0,0
3428,yaha pr aik sports terrorism bhee hota hai mubarak ho aaj dhaishat gurd dhaishat grdi krnay se pehlay hee pakray gaye#pakistanzindabaadpictwittercom hfvxcbcsc,1,0,1
1155,khoon chala  from rang de basanti  http  wwwhungamacom music songkhoonchalafromrangdebasanti  play,1,0,0
1618,aray ye kloi kamina he bhi k name se id open kia he bar bar hi hi kar raha,1,0,0
776,pata nehi ap msg dekh rahe ho ya nehi,0,0,1
1435,chaitabta koro vaayarasa ju misaimphrmeshana bhaarata ke pramukha aikta chekarsa ke aartikalsa pahumcha aapaka vhaatsappa inabksa,1,0,1
422,desh chodo pahaley yeh media ko change karo   ,1,0,1
1314,haalaamka bihaara ke raajagiira shiisha pula bana ruura vaayarala tasviira brija naha,1,0,0
1557,police crime karne valon ki pooja kare kya kal aapka rape ho tho uske saath kya karna chahiye aap khud batao badi badi baat karti ho,0,0,1
1761,haalaamka asaduddiina ovaisa rohimgya ke nirvaasana ke phaisala aalocha ruura kataii naha kaha unha,1,0,0
2118,bhaipost plz,0,0,1
1541,buuma paaya kshatavikshata jaba sameta gaaya tasviira raajasthaana ke raayapura jaha gaaya visota ghaayala gaya,1,0,1
2731,bhai wait kar rahe h hum sabtime btaoo yaar,0,0,1
2935,salaam sir kaise ho aap kahan ho plz aa b joa,1,0,1
1171,salman bhaijan eid mobarak,0,0,1
3471,jada pine se accha   todi si piyo na bina pani ke   paise ki bhi bachat aur pani ki bhi kya bolte ,1,0,1
168,sub kai apnay point of view,0,0,1
3175,bijnor me rape aur wo bhi polce man kitni sharam ki baat he  nmodi kaha gya aap ka power #zulmkekhilaf,1,1,0
310,buuma paaya vaayarala tasviira kaasha praamta biijepa yuva morcha ke upaadhyaksha shyaama prakaasha dviveda alaga,1,0,1
2289,aajkal kuch kutey keh rahay hain buchon ko jinci taaleem de jaey woh beghairat yeh demand karein k zalmon ko sharai sazain de jain arab main kion jinci taleem de jati kya wahan kids se rape k cases hotey hain ,1,0,0
472,usne toh sirf party badli tere khandaan ne toh wahi dharm apnaya jis dharm ke sainiko tere khandaan ka murder aur rape kiya ,0,0,0
1312,varun pruthi  cuts his wrist yelo mera khoon peelo,0,0,0
520,harami sala salman,1,0,0
2698,superb  koshish main lagi hui hai marya shakil ki salim jee kuch toh modi jee ke khilaf bolain this is what i hate  we are one  if we want to be treated like one phir yeh sab dimaag main leker aane ki koi zaroorat nahin hai,1,1,0
2384,tumhara rape kab hua tha kiran jii  aur kitne saalo ho raha hai  apko report karwana chahiye  be brave aage bado inspiration bano,1,0,0
619,duuba sarkasa udyoga nalaaina plaitapharmsa sahaara,0,0,0
417,respect to this madam no offence but gujarat ko to kisi mahapurush ne aisa change kr diya tha ki koi bhi insan slum me ni rehta,0,0,0
2930,hamay tu muqa bh nahi mila,1,0,0
1785,abhi kro na bajrngi bhaijan ,0,0,1
3297,ar haa bhul gaya may tujhay kaha ye samj ayega tujhay bs rape karna ayega,1,0,0
3002,#kumkumbhagya ne jo kiya apne dam pe kiya lekin kundali par toh kumkum ki meher haifir v kundali wale jamin par pau ho nahi rakhterat ke  baje akar trp lao fir bolnai hate kundalibecause kundali ke karan kumkum bhagya no par nahi hai,1,1,0
834,haala bhaarata nalaaina nyuuja otiita pletaphrmsa semsarashipa laaga phaisala liya,0,0,1
3663,kapooray pehlay mulk main rape control kro kahin tumharay chiknay ka b na hojayai angrezi hamain ahi jayaigi chiknay ka rape hua to izat nhi,1,0,0
631,bhai hate ni pyar phailata ha or jo pyar se nhi manta na wo usme itne ched karta ha ki wo confused ho jata ha ki sans kaha se le aur https  twittercom beingsalmankhan status ,1,0,0
953,buuma paaya bara ke diya gaya limka r vebasaaita le,1,0,0
2370,abi tumhare page par hi comments karke aaya hu open challenge hai  shindeshilpas ke chamcho jine bhi ho aajao   tumhari aisi ki tesi show chod kar bhagne wali bhagodi shilpa i hate you shubhangi mam ko copy cat bol me wali ghatiya actress teri bahut jalti hogi,1,1,0
3481,i hate u  imjadeja  na khud kuch karo na dusro ko karne do pictwittercom vojyoobrk,0,1,1
2753,bhai we are waiting  bajne wala hai,1,0,1
2680, pm ho gea ab to fb pe aooooo,1,0,1
945,election me koi mudda nhi na hi kuch saal me kiya uper se isi rape to public ka dhyan kahi too hatana ha,0,0,0
3018,haryana me ek ke baad ek  rape hue or govt ne ek lafz nhi bola aye desh ke pradhan sewak ye #betibachobetibadhao ka dhong band kar dizie aapse ilteza karte hai#humhainbhartiya  pmoindia,0,0,0
2365,beta rape ki baat mat kar jub sheela rani delhi ko loot rahi thi tub wahan bohot rape hue the humari party fas sakti hai,1,0,0
988, disambara pradhaanamamtra naremdra moda samsada naii imaarata shilaanyaasa vaala korta yaachikaae daayara,0,0,0
3310,gandagi ke dher se tum jess pillay pida hote hen rape ki paidwar ho tum log,1,1,0
508,siraapne jo musalmaano ke khilaaf statement diye wo galat he,1,0,0
3378,sir kasam sy may apkay movies ka muntazir honsir apki torri si role bi mjy achi lagti hysir mjy bhulaao pllzzz sir,1,0,0
3600,apna desh sambhalo pehlesara world mai jo terrorism faila rahe hai wo silhaynge humain k hum kaise apna desh chalaye,1,0,0
999,gujrat jaakr dekho miya rajsthan b dekhlo bundelkhnd me bjp wale hi rape kr rhe he  sharam karo,0,1,0
1745,bajrangi bhaijaan mein koi aisa scene jo yadgaar ho,1,0,1
4090,shukar h parindon ko nhi pata ki unka mazhab aur sarhadein kyaa h,1,0,0
863,hina ne uske liye whistle bjayi jise usne min phle bola tha i hate u,0,1,1
675,esabuka tvitara vaayarala postsa daava baaava de raha paribaaha  juuna maarapiita shikaara ke koma,1,0,1
4071,angreyz chalay gaye lekin pizza over biryani biryani is overrated yaar hate biryani  bolnay walay keeray chorr gaye,1,1,0
897,acha hia yar aur india walay tu bilkul na suno i hate india par kiya karo song un khe sunte ho https  twittercom jiyatahmad status ,0,1,0
2615,sc ko masooon ke saath rape karne walon ko mritudand dena chahiyeiske liye kendra se kanoon banane ka aagrah karna chahiye,0,0,0
710,job chahiye hm kuchh ldke jobless h  or hone wale h pdhe b km h bt work krna jante h,0,0,0
2699, mlkhattar saal se kam wali ka rape kroge toh fansigood,1,0,1
961,bhai ab kya ravish ka rape krvoage vo bhi ravish ke bhai se ab pati kali ni gd lal hogi kuch dino m jab police m https  twittercom aryanyadav status ,0,1,0
1856,kamal kartey hoojab bhai ayenge tou awaaz tou hougi hiiwaiting for the wright time,0,0,1
3656,sallu u jst fav,1,0,0
3460,hii bajrangi bhai jaan,0,0,1
991,bhai jaan jaisa koi nhi mai super man bhai jaan ka fan,0,0,0
3646,han tariff ki te likn is ka matlab ye hargiz nahi k ap ki har baat teek hogi isi ik pay ap nay rape ka ilzam b lagaya ta  saal larki k ,0,0,0
1134,i think   wocharlog ka khoon koi aapiya ya feminist hi karegi,0,0,1
2524,salman bhai sultan film ke shuts chalu hai abhi,1,0,1
153,sir lekin jo log rajput nahin hain to unka khoon dhanda hota hai,1,0,0
1322,koro vaiksiina taiyaara kaartuuna,0,0,0
3765, av  av modinagar bachchi ke sath rape http  youtube hiptadneyxa via  youtube,1,0,1
1437,morad saeed rape kewane k bad khosh gawar moud me,1,0,0
2885,haryana mai v  hours mai  bade gang rape  city panipat khurukstra faridabad,0,0,1
4495,aaj phir tumpe pyaar aaya hai full video hd p hate story  by arijit singh http  fbme uabthng,0,0,1
1468,teri maa ko rape kiya tha musalmano ne toh tu musalman bana   hum ladte rahe par islam nahi kabool kiya  tabhi,0,1,0
297,jo debate kare,1,0,0
1475,buuma paaya seksa tyaja kamdoma tasviira puraa vishvavidyaalaya parisara ravivaara himsa sambamdhita,1,0,0
535,raashtriiya kaamadhena aayoga apa pahala kaamadhena gau vijnaana prachaara prasaara pariiksha aayojita raha,0,0,0
766,salman dont hate hina  he likes her tabhi too hina ke bina ek bhi episode pura nhi hota  eyehinakhan  biggboss,0,0,0
3265,gaii hamari maata hai agay rape k baad kuch nhi ata h rip indian darinday,0,1,0
4259,baarish may bheeg gaya  i hate rain,1,1,0
1254,sultan ali khan se,1,0,1
388,buuma paaya vaayarala daava r tasviira  piiema moda kolaka raila hai,1,0,0
4247,gujrat ma musalmano ka qatil e aam aur aurto ka rape kis ny kiya by zakir naik dr zakir naik  http  youtube rlogcyryrwa via,0,0,0
3448,khud ko fans bolte hai lekin kabhi fans ban nhi sakte kyuki kabhi kosis hee nhi ki samjhne ki bhai ko,0,0,0
3584,bhai jaan ko salaam,1,0,0
4492,kal to kuch aur bol re the ek baat bolo hate or love bahut confusion hota hai,1,0,1
382,ab itni bhi kya nafrat hai yaar  when is this trend going to stop convicted hogayi bas qissa khatm kro #closethechapter #sasikalaconvicted,0,0,1
644,lolwa hate toh mai bhi nahi kartalekin ainvey hi,1,0,1
768,hi bhai aap ki film super ho jaye bajrangi bhai jaan,1,0,0
2712,plssssss avi jao ne sallu,1,0,1
667,u know aise gatiya fanz ki bagah se shilpa ko bahot log hate karta hai jab dekho bina baat ki gali dena n unrespect karna hadh hai brainless ppl,1,1,0
2377,aaja sham hone aayi mousam ne li angdai,1,0,1
4050,o jahil terrorism tum log phela rahy ho kashmir mein jo kartoot kar rhay ho wo kya hai,0,0,1
2901,kitna paisa kama lega bajrangi,0,0,0
1512,agar sanghion ki behan ka koi dusra sanghi rape kar de fir bhi ye apni behan ko hi galti manega,0,1,0
3524,bhai aapki ye movie chhappar far dega   ,0,1,0
73,wah modi sab,0,0,0
513,sir mat bolo sale ko harami hai wo muslman ke name par dhabba hai sala saitan,1,0,0
3534,dekhen bahit na aiegaa apky rape honay k chances ziada hai nawt_your_bhai,1,0,1
3352,kohli ne paisa khaya hai i prop aur  mere is tweet pr koi new wala nhi dekhega  kyo  ki sabko  apna  apna paisa mil gaya  hai i hate kohli,1,1,1
251,buuma paaya iliipiinsa  rikrda kiya viidiya diliivariimaina breda ke slaaisa paiketa nikaala raha,1,0,0
3617,bajrangi bhaijaan  caror box offic,1,0,0
2192,ap ramzan ma rozy rakhty ho,1,0,1
2361,chingri ko hate,0,1,1
428,damn thm invisible ninjas cuttin onions,0,0,0
1007,kisaana samgathana tiina krisha kaaanuuna vaapasa le maaga ada raha jabaka kemdra sarakaara kaha chuka vo kaaanuuna vaapasa naha lega,0,0,0
1693,bomb fodna jayej h islam mai  logo ko marna jayej h rape karna jayej h sab jayej hi h,1,1,1
3697,happy eid salman sir,1,0,0
2570,teri sakal baba raam dev se milti hai kahi usne to teri amma ka rape nhi kiya hai,1,0,0
481,abbi abhi khabar aye hai bada inkishaf hua hai ke imran khan ke khilaf jhuta propaganda krne pr twitter ne hamid mir ka rape kr diya ,1,0,0
1625,aapke guru ji ke paas itni dhsn daulat hsi fir bhius parivar ko mana nahi sake jinhone in par rape ka case lagaya  agar doosra kharid sakta,0,0,0
1762,kashmir pandito ko mara gya unki ladies ke saath rape hua  kitne kasmiri pandit terrorist bane tumare jaise log support kr inka husla bnt,0,0,0
885,buuma paaya muula tasviira dilla ke pulisa adhikaara navambara vakiila ke jhadapa ke ilaapha pradarshana,1,0,0
1492,tu apne beheno ka rape krta hoga,1,1,1
4346,are bhai mujhe unfollow karo i hate pakistanis,0,1,0
227,bhaaratiiya vaaya ke pramukha eyara maarshala aarakeesa bhadauriya kaha svadesha ladaaaka vimaana tejasa baalaakota jaisa sarjikala straaika baariika amjaaama de madadagaara hoga,0,0,0
457,i hate them  jeon seokjin  https  twittercom foreheadjeon status ,0,0,1
1694,sir is se pahle rape free kijiyechoti choti nanhi angels k rape ho rhe h ise swachh karne ki zarurat hekathor saja honi chahiye,1,0,0
379,dhuramdhara kriketara viidiya maiseja dvaara r khabara kiya aarija,1,0,1
4557,i hate this person jo desh ke rastra gaan ko ijjat nahi deta usko indian team me bhi koi jagaha nahi deni chahaiye,0,1,1
3343,bhai haar gaye toh haar gaye ky h usme ab jadeja ne haraya ya amir ne rape kiya ek hi baat h,0,0,1
2687,jab kisi movie m rape ya bikni ka seen ho to aisi seen ko na dikhne k liye koi awaz tk nhi uthatasab maje le kr dekhte hainek padmavti movie hai jis k liye karni sena jaan maal ka hani tk phuchne k liye khule aam media m dhmki de rhi hai aur sarkar khamosh hai koi action nhi,0,1,0
848,kya yar kuch muslim bhai salman bhai se q naraz ho rahe ho salman bhai acha insan he,0,0,0
343,raajyapaala bhagata simha koshyaara chittha unaka bhaasha le mahaaraashtra raajaniita vivaada chida gaya,0,0,1
3634,sb salman ko doshi kyu keh rahakhud ko sb dekho phleduniya bs bhaukti hai,1,0,0
2246,hmmmmtum hare liya agyei husalman ,1,0,1
1274,splleling mistake thi yr,1,0,0
880,nahi mujhe  wuckthaforld i hate u likhna tha,0,1,1
2244,jab khana kaba mai sab namaz parh saktay hai tou why we have to decide kai kon kaha namaz parh sakta haithough i hate saudis on odr issues,1,1,0
3189,ae fake salman khan he salman khan aur tiger khan ek adme he jo   accout use ker rha he sassery ne time wast ker deya,1,0,0
269,soshala miidiya viidiya imdoneshiya chora paakistaa bata galata sandarbha kiya raha vaayarala,1,0,0
761,jo hina ko hate karega vo to bichara vese hi game k bahar hai lol  eyehinakhan #bb  biggboss,1,0,0
4562,aur jin invaders ne inki maa behen ka rape kiya wo inke allah ban gaye,1,0,0
2761,yeeeee bhai aaaa gaye,1,0,1
2,buuma paaya piiema moda apa kariiba sahaya aaraesaesa praphulbha dosha mauta ke jula  kiya,1,0,1
1622,viidiya klipa bhraamaka ruupa soshala miidiya vaayarala kiya raha hai,1,0,1
57,jai hind modi sir,1,0,0
1335, cant wait,0,0,1
2682, narendramodi g capital punishment for rapist  ya abhi aur rape hone ka intezaar karegi sarkar,0,0,0
3501,luv u soooooooo much salmanaap ke fans hmesha aap ke saath he,1,0,0
1071,jab jnu se itni nafrat hai to jnu me padh hi kyun rahe ho aur to aur apne twitter handle me bhi jnu ka prayog kr rahe ho,0,1,1
2157,hate nai krta to hate speech kyu diya wo,0,0,1
2629,magar ap bata he nhe raha ha,1,0,0
825,amaanatulla khaana atyaachaara khatma ke jariya maadhyama bana baata raha the,1,0,1
2604,mantri ji   kripa kar ke priority haryana mein ho rhe minor ladkiyon ke sath rape ko control laane mein karein na ki padmavat mein,0,0,0
922,salman ki band baj jani chahiye is baar,1,0,0
191,kal uski behn bati rape hogi,1,0,0
543,kaun rapper acha gaata hai bhai  i hate all  bas music ka kachara karne aaye hai sab https  twittercom abhishek_ status ,0,1,0
838,kuchh reply to dijiye salmaan bhai abhi fauran,1,0,1
1535,hamare hindustan me aaj kal ye desh bhakti nahi ho raha hai raquat khun bhakti bahut ho rahai hai or rape bhakti bahut ho raha hai,1,0,0
2967, timesofindia bhai tum log kahan se aate ho achanak movie ke baare mein itna sochna tum log kahan chale jate ho koi ladki ka rape hota hai aur usme koi action nahi hota hai  aa gaye sab moh utha ke,0,1,0
4262,jaab do log ek dusre se pyaar karte fer mutual separation kaise ho sakte only hate can do that n vohi huya,1,0,0
573,ek patni pr usko pr ye samaj ki kt putli hein jb chahe ladki ko maar diya jb chahe rape kr diya aur india,0,0,0
1130,judge msti se,1,0,1
2491,armaan ko baarish me bighne k baad wala nahana nahi pasand thts why he hate rain,1,0,0
2420,arvind ji  kya aap uss behan beti ko juootha kehte hou jis ko aap ke mla ne raasancard banne ke badle rape kiya tha aap ko sharm aani chahiye jab aap bolten hain jhoothe kes main fassa diya koi ourat jhooth bolegi kya mere sath rape hua,0,1,1
771,bhosdi k yeh india nahi hai jo chodo aur  rupay de k chhoot hai agar waha police ki koi auqaat hoti tou saal ka lakh rape nahi hota,1,1,0
126,gandhi ji aur aapne apni chhavi se na kewal desh me balki pure wiswa me bharat ka nam gauranwit kiya hai wish u all the best,1,0,0
1198,muula kampa esabuka bata takaniika raaba ke chala ke saara plikeshansa pareshaana saama pa,1,0,0
3705,is ki nachne wali biwi ka rape to nahi ho gaya https  twittercom anihachaudhary status ,0,0,1
2542,jaldi kar bhai,0,0,1
2670,plz uska naam mat lijiye sab utar jaati hai hate him,1,1,0
4238,bilkull sahi kaha bull dog teri beti b nangi pherti rahti ha kaho uska rape na ho gaye,1,0,0
1474, being human k jariye aap itne saare logo ki madat kar rahe,0,0,1
2718,apne hate thoda kum karwaana,1,0,1
109,koi tiger ka khoon kar do humari nhi to kisi ki nahi,0,0,0
2093,murder murder hota hai  mai shakha nahi gaya isliye murder condemn karne se pehle dharam nahi dekhta,1,0,1
169,modi ji jay ram ji ki,1,0,0
174,bad politics ek hindu bhai dusre hindu bhai ka khoon pene k liye taiyar hogaya he,1,0,0
1194,okk bhai jaan ,1,0,1
904,dalit ladki ka rape kiya tere bhai ne  ravishndtv https  twittercom biharetv status ,0,1,0
